Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016001262,B2PROGRAM-CSFPRGFND,8,272,World Vision Ireland,21502,7,10,110,B01,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",12220,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Pregnant women, mothers and young children accessessential MNCH services",1,0,1,,,1,,,0,0,0,0,918,16.106,16.106, 0.02 , 0.02 ,,,16.106,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001076,B2PROGRAM-CSFPRGFND,8,248,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protected from worm infections,1,0,1,,,1,,,0,0,0,0,918,9.372,9.372, 0.01 , 0.01 ,,,9.372,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001157,B2PROGRAM-CSFPRGFND,8,256,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protected from worm infections,1,0,1,,,1,,,0,0,0,0,918,15.658,15.658, 0.02 , 0.02 ,,,15.658,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001255,B2PROGRAM-CSFPRGFND,8,272,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protected from worm infections,1,0,1,,,1,,,0,0,0,0,918,15.86,15.86, 0.02 , 0.02 ,,,15.86,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001329,B2PROGRAM-CSFPRGFND,8,282,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protected from worm infections,1,0,1,,,1,,,0,0,0,0,918,16.044,16.044, 0.02 , 0.02 ,,,16.044,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001352,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protected from worm infections,1,0,1,,,1,,,0,0,0,0,918,24.671,24.671, 0.03 , 0.03 ,,,24.671,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001164,B2PROGRAM-CSFPRGFND,8,256,World Vision Ireland,21502,7,10,110,B01,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",12220,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",1,0,1,,,1,,,0,0,0,0,918,15.995,15.995, 0.02 , 0.02 ,,,15.995,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001336,B2PROGRAM-CSFPRGFND,8,282,World Vision Ireland,21502,7,10,110,B01,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",12220,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",1,0,1,,,1,,,0,0,0,0,918,16.342,16.342, 0.02 , 0.02 ,,,16.342,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001359,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",12220,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",1,0,1,,,1,,,0,0,0,0,918,25.116,25.116, 0.03 , 0.03 ,,,25.116,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001524,B2PROGRAM-CSFPRGFND,8,998,World Vision Ireland,21502,7,10,110,B01,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",12220,,01/01/2016,31/12/2016,"Civil Society Programme Funding: Pregnant women, mothers and young children access essential MNCH services",1,0,1,,,1,,,0,0,0,0,918,2.482,2.482, 0.00 , 0.00 ,,,2.482,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001368,B2PROGRAM-CSFPRGFND,8,285,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level,15150,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level for the delivery of the social protection programmes andspecial rights,1,0,2,,,1,,,0,0,0,0,918,16.405,16.405, 0.02 , 0.02 ,,,16.405,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001418,B2PROGRAM-CSFPRGFND,8,289,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level,15150,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level for the delivery of the social protection programmes andspecial rights,1,0,2,,,1,,,0,0,0,0,918,3.517,3.517, 0.00 , 0.00 ,,,3.517,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001183,B2PROGRAM-CSFPRGFND,8,259,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to acc ount at local and national lev el for the delivery of the soc,15150,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level for the delivery of the social protection programmes,1,0,2,,,1,,,0,0,0,0,918,22.855,22.855, 0.03 , 0.03 ,,,22.855,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001321,B2PROGRAM-CSFPRGFND,8,282,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to acc ount at local and national lev el for the delivery of the soc,15150,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 1.1 -Older People holding there Govt to account at local and national level for the delivery of the social protection programmes,1,1,2,,,1,,,0,0,1,0,918,47.002,47.002, 0.05 , 0.05 ,,,47.002,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001358,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Women give birth with support of a skilled birth a ttendant,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Women give birth with support of a skilled birth attendant,1,0,1,,,1,,,0,0,0,0,918,24.136,24.136, 0.03 , 0.03 ,,,24.136,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001517,B2PROGRAM-CSFPRGFND,8,998,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children 12-23 months and theor mothers are protec ted from worm infections,1,0,1,,,1,,,0,0,0,0,918,2.425,2.425, 0.00 , 0.00 ,,,2.425,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001084,B2PROGRAM-CSFPRGFND,8,248,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to essential and equitable health services,1,0,1,,,1,,,0,0,0,0,918,8.874,8.874, 0.01 , 0.01 ,,,8.874,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001165,B2PROGRAM-CSFPRGFND,8,256,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to essential and equitable health services,1,0,1,,,1,,,0,0,0,0,918,12.882,12.882, 0.01 , 0.01 ,,,12.882,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001263,B2PROGRAM-CSFPRGFND,8,272,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to essential and equitable health services,1,0,1,,,1,,,0,0,0,0,918,13.431,13.431, 0.01 , 0.01 ,,,13.431,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001337,B2PROGRAM-CSFPRGFND,8,282,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to essential and equitable health services,1,0,1,,,1,,,0,0,0,0,918,13.604,13.604, 0.02 , 0.02 ,,,13.604,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001360,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to essential and equitable health services,1,0,1,,,1,,,0,0,0,0,918,22.319,22.319, 0.02 , 0.02 ,,,22.319,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001525,B2PROGRAM-CSFPRGFND,8,998,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Communities lead actions to secure their rights to  essential and equitable healt h services,1,0,1,,,1,,,0,0,0,0,918,1.844,1.844, 0.00 , 0.00 ,,,1.844,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001526,B2PROGRAM-CSFPRGFND,8,998,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,1,0,1,,,1,,,0,0,0,0,918,2.482,2.482, 0.00 , 0.00 ,,,2.482,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001166,B2PROGRAM-CSFPRGFND,8,256,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and are monitored at the communitylevel through improved information gathering and sharing,1,0,1,,,1,,,0,0,0,0,918,15.995,15.995, 0.02 , 0.02 ,,,15.995,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001264,B2PROGRAM-CSFPRGFND,8,272,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and are monitored at the communitylevel through improved information gathering and sharing,1,0,1,,,1,,,0,0,0,0,918,56.106,56.106, 0.06 , 0.06 ,,,56.106,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001338,B2PROGRAM-CSFPRGFND,8,282,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and are monitored at the communitylevel through improved information gathering and sharing,1,0,1,,,1,,,0,0,0,0,918,16.342,16.342, 0.02 , 0.02 ,,,16.342,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001361,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and are monitored at the communitylevel through improved information gathering and sharing,1,0,1,,,1,,,0,0,0,0,918,25.116,25.116, 0.03 , 0.03 ,,,25.116,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001370,B2PROGRAM-CSFPRGFND,8,285,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service prov iders to deliver age-friendly HIV and Health programmes for,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service providers to deliver age-friendlyHIV and Health programmes forolder people increased,1,0,1,,,1,,,0,0,0,0,918,20.078,20.078, 0.02 , 0.02 ,,,20.078,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001420,B2PROGRAM-CSFPRGFND,8,289,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service prov iders to deliver age-friendly HIV and Health programmes for,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service providers to deliver age-friendlyHIV and Health programmes forolder people increased,1,0,1,,,1,,,0,0,0,0,918,7.144,7.144, 0.01 , 0.01 ,,,7.144,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001185,B2PROGRAM-CSFPRGFND,8,259,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service prov iders to deliver age-friendly HIV and Health programmes for,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service providers to deliver age-friendlyHIV and Health programmes forolder people increased,1,0,1,,,1,,,0,0,0,0,918,6.429,6.429, 0.01 , 0.01 ,,,6.429,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001323,B2PROGRAM-CSFPRGFND,8,282,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service prov iders to deliver age-friendly HIV and Health programmes for,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service providers to deliver age-friendlyHIV and Health programmes forolder people increased,1,0,1,,,1,,,0,0,0,0,918,23.471,23.471, 0.03 , 0.03 ,,,23.471,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000998,B2PROGRAM-CSFPRGFND,8,235,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service prov iders to deliver age-friendly HIV and Health programmes for,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 2.1- Capacity of Govts & Other Service providers to deliver age-friendlyHIV and Health programmes forolder people increased,1,0,1,,,1,,,0,0,0,0,918,7.858,7.858, 0.01 , 0.01 ,,,7.858,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001351,B2PROGRAM-CSFPRGFND,8,285,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children under 2 show adequate and appropriate gro wth (weight and height for age ),12240,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children under 2 show adequate and appropriate growth (weight and height for age),1,0,1,,,1,,,0,0,0,0,918,24.611,24.611, 0.03 , 0.03 ,,,24.611,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001516,B2PROGRAM-CSFPRGFND,8,998,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Children under 2 show adequate and appropriate gro wth (weight and height for age ),12240,,01/01/2016,31/12/2016,Civil Society Programme Funding: Children under 2 show adequate and appropriate gro wth (weight and height for age ),1,0,1,,,1,,,0,0,0,0,918,2.452,2.452, 0.00 , 0.00 ,,,2.452,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016001085,B2PROGRAM-CSFPRGFND,8,248,World Vision Ireland,21502,7,10,110,B01,Civil Society Programme Funding: Health systems and linkages are strengthened and a re monitored at the community level through improved informa,12220,,01/01/2016,31/12/2016,Civil Society Programme Funding: Health systems and linkages are strengthened and are monitored at the communitylevel through improved information gathering and sharing,1,0,1,,,1,,,0,0,0,0,918,9.48,9.48, 0.01 , 0.01 ,,,9.48,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016002045,B4GEN-GEN3HQ001,8,285,Raising Voices,21000,3,10,110,B01,GENDER - PREVENTING VIOLENCE: RAISING VOICES 2016 PAYMENT RAISNG VOICES STRATEGY 2012-2018 SUPPORT,15170,,01/01/2016,31/12/2016,GENDER - PREVENTING VIOLENCE: RAISING VOICES 2016 PAYMENT RAISNG VOICES STRATEGY 2012-2018 SUPPORT,2,,2,,,,,,,,,,918,240,240, 0.27 , 0.27 ,,,240,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000201,B1RSAOB2SGD-INFRSSKI01,8,218,International Youth Foundation,21000,3,10,110,B01,TECHNICAL AND SKILLS DEVELOPMENT: Improved Capacity 2 Enhance Socio-Eco Growth & Dev: to support enhancement of lifeskills at TVET colleges,11230,,01/01/2016,31/12/2016,TECHNICAL AND SKILLS DEVELOPMENT: Improved Capacity 2 Enhance Socio-Eco Growth & Dev: 2016/17 Tranche to support enhancement of lifeskills at TVET colleges,0,0,1,,,1,,,0,0,0,0,918,230,230, 0.25 , 0.25 ,,,230,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016001000,B2PROGRAM-CSFPRGFND,8,235,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes,15160,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise rights and needs of older people,1,0,2,,,1,,,0,0,0,0,918,18.218,18.218, 0.02 , 0.02 ,,,18.218,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001177,B2PROGRAM-CSFPRGFND,8,259,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise r,15160,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise rights and needs of older people,1,0,2,,,1,,,0,0,0,0,918,60.497,60.497, 0.07 , 0.07 ,,,60.497,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001372,B2PROGRAM-CSFPRGFND,8,285,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise r,15160,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise rights and needs of older people,1,0,2,,,1,,,0,0,0,0,918,30.395,30.395, 0.03 , 0.03 ,,,30.395,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001421,B2PROGRAM-CSFPRGFND,8,289,Helpage International,21000,7,10,110,B01,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise r,15160,,01/01/2016,31/12/2016,Civil Society Programme Funding: Output 3.1 - A programme of national & international advocacy & engagement to effect policy changes that recognise rights and needs of older people,1,0,2,,,1,,,0,0,0,0,918,21.013,21.013, 0.02 , 0.02 ,,,21.013,,,,,,,,,,,,,,,,,,,,0,,,,
