iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
XM-DAC-21-1-2015B2ICMPS,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,In Country Micro Projects,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B5PUB,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Public Outreach,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015C1UNAPP,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Emergency Human  Assist - UN Consolidated Appeals,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,2,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4GOVHR,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Governance & Human Rights,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B5STRAT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Strategy Planning and Transparency,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANPSDADMMONT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Programme Support Development,,2,,2015-12-31,2015-03-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,91010,Administrative costs (non-sector allocable),,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4IECGEN,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Inclusive Economic Growth - General,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015E1UNASS,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Assessed Contributions to UN Agencies,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,2,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4RESNUT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Resilience - Nutrition,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1VIEOB4RPZZ,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Regional Programmes,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B2PROGRAM,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Civil Society Programme Funding,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B2PROJECT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Civil Society  Project Funding & Partnerships,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1VIEPQSZZ,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Programme Quality & Support,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB1EPASTANOB1AGPL,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,To incr efficiency & productivity in agriculture agriculture public policy,,2,,2015-12-31,2015-03-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,31163,Livestock,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B2MISCARA,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Misean Cara,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1VIEOB2UNCSZZ,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,UN & Civil Society,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1RSAOB2SGDZZ,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Improved Capacity 2 Enhance Socio-Eco Growth & Dev,,2,,2015-12-31,2015-06-23,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZAF,,,,,,91010,Administrative costs (non-sector allocable),,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B6POLCH,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Aid Effectiveness & Policy Coherence,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B3RRI,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1LESPQSADMESALADV,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,LESOTHO Programme Management ,,2,,2015-12-31,2015-06-23,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,LSO,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB4GGATANOB4PFMR,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Good Governance and Accountability Public financial management reform,,2,,2015-12-31,2015-05-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,15150,Democratic participation and civil society,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANGBIPTANGBS,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,General Budget Support ,,2,,2015-12-31,2015-03-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,11320,Secondary education,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4ESSHEA,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Essential Services - Health,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015D1TRAD,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Aid For Trade,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,2,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015D1OTHER,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Other International Funds,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,2,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B2VOL,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B5JPI,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Junior Professional Interns,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB2FSNTANOB2NUPG,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Improving Food Security and Nutrition nutrition Programmes Research,,2,,2015-12-31,2015-05-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,12240,Basic nutrition,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1KEN,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Kenya Country Programme,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1MALOB1CPNMALOB1IFFN,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Crop Productivity And Nutrition increased access to food and nutritious diets ,,2,,2015-12-31,2015-04-24,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MWI,,,,,,31110,Agricultural policy and administrative management,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB3LHSTANOB3DBGV,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Improving Local Health Services GBV vulnerability,,2,,2015-12-31,2015-05-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,15170,"Women’s rights organisations and movements, and government institutions",,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4ESSHIV,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Essential Services  - HIV and AIDS,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1ETHOB1SSPETHOB1HUM,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Social Protection Humanitarian/resilience funding ,,2,,2015-12-31,2015-02-09,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ETH,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1UGAOB1GOVUGAOB1DGF,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Objective 1: Improved Governance  donor governance facility ,,2,,2015-12-31,2015-03-05,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UGA,,,,,,11320,Secondary education,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015C1CERF,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Emergency Humanitarian  Assistance - CERF,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,2,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB4GGATANOB4DOAC,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Good Governance and Accountability domestic oversight and accountability,,2,,2015-12-31,2015-05-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,15153,Media and free flow of information,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1UGAOB2SSDUGAOB2HIVKD,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Objectiive 2; Social Service Delivery Karamoja decentralised response to HIV,,2,,2015-12-31,2015-03-05,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UGA,,,,,,13040,STD control including HIV/AIDS,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B4ESSWASH,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Essential Services - Water and Sanitation,,2,,2015-12-31,2015-02-11,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1ETHOB1SSPETHOB1PSNPD,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Social Protection PSNP Coordination,,2,,2015-12-31,2015-02-09,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ETH,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1UGAOB2SSDUGAOB2SPP,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Objectiive 2; Social Service Delivery Expanding Social Protection programme,,2,,2015-12-31,2015-03-05,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UGA,,,,,,31163,Livestock,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1TANOB3LHSTANOB3SPEQ,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Improving Local Health Services primary health services HBFs,,2,,2015-12-31,2015-05-31,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,12182,Medical research,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2015B1ETHOB4NUTSETHOB4NUTP,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Nutrition Support nutrition partnerships,,2,,2015-12-31,2015-02-09,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ETH,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016A1XXXXXX,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,HO Management and Administration Costs,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,91010,Administrative costs (non-sector allocable),,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1TANGBIPTANINPT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Institutional Partnership,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,31110,Agricultural policy and administrative management,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ZAMOP1.2SPSZAMOP1.2SPC,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Social Protection Services Ministry Community Development ,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZMB,,,,,,16010,Social Protection,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ZAMOP1.2SPSZAMOP1.2SPA,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Social Protection Services social protection platform,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZMB,,,,,,16010,Social Protection,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B2DEVEDU,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Development Education,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ZAMOP3.1EDUZAMOP3.1MEF,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Education Policy & Programming Ministry of education process fund,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZMB,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ZAMOP1.2SPSZAMOP1.2SPS,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Social Protection Services support to MCDMCH,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZMB,,,,,,16010,Social Protection,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1PAA,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Palestine Administered Area programme support costs ,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PSE,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ZAMOP3.1EDUZAMOP3.1CMF,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Education Policy & Programming CAMFED,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZMB,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1TANOB3LHSTANOB3DBGV,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Improving Local Health Services disability and GBV services,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TZA,,,,,,15170,"Women’s rights organisations and movements, and government institutions",,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1MOZOB2BHEMOZOB2HEHA,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Access to Basic health and Education Service health sector HIV & AIDS support ,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MOZ,,,,,,15150,Democratic participation and civil society,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B5STRAT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,Strategy Planning and Transparency,,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZZ,,,,,,99810,Sectors not specified,,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1MOZPSDADMSAL,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,"Programme Administration, Support & Devt",,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MOZ,,,,,,91010,Administrative costs (non-sector allocable),,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
XM-DAC-21-1-2016B1ETHPSDADMMONT,1,2016-01-12 00:00:00,en,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,"Programme Administration, Support & Devt",,2,,2016-12-31,2016-01-01,,,,,,DFAT  / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ETH,,,,,,91010,Administrative costs (non-sector allocable),,OECD Development Assistance Committee,DAC,1,110,10,,5,EUR,,0,0,0,0,0,0,0
